event,type,time,stamp,data0,data1,data2
573,com.google.wear.sensor.ppg,2022-11-06T00:49:40.805,3475324282343,9648986.0,2.9773964E7,0.0
574,com.google.wear.sensor.ppg,2022-11-06T00:49:40.805,3475334213394,9648072.0,2.9772566E7,0.0
575,com.google.wear.sensor.ppg,2022-11-06T00:49:40.805,3475344144445,9649242.0,2.978008E7,0.0
576,com.google.wear.sensor.ppg,2022-11-06T00:49:40.806,3475354075496,9645245.0,2.9781216E7,0.0
577,com.google.wear.sensor.ppg,2022-11-06T00:49:40.806,3475364006547,9649581.0,2.9767496E7,0.0
578,com.google.wear.sensor.ppg,2022-11-06T00:49:40.806,3475373937598,9649902.0,2.9777224E7,0.0
579,com.google.wear.sensor.ppg,2022-11-06T00:49:40.806,3475383868649,9647526.0,2.9778742E7,0.0
580,com.google.wear.sensor.ppg,2022-11-06T00:49:40.806,3475393799700,9651277.0,2.9778216E7,0.0
581,com.google.wear.sensor.ppg,2022-11-06T00:49:40.806,3475403730751,9649761.0,2.9769364E7,0.0
582,com.google.wear.sensor.ppg,2022-11-06T00:49:40.806,3475413661802,9649477.0,2.9781742E7,0.0
583,com.google.wear.sensor.ppg,2022-11-06T00:49:40.807,3475423592853,9648393.0,2.97841E7,0.0
584,com.google.wear.sensor.ppg,2022-11-06T00:49:40.807,3475433523889,9647687.0,2.9770588E7,0.0
585,com.google.wear.sensor.ppg,2022-11-06T00:49:40.807,3475443454940,9650457.0,2.9777636E7,0.0
586,com.google.wear.sensor.ppg,2022-11-06T00:49:40.807,3475453385991,9651588.0,2.9764266E7,0.0
587,com.google.wear.sensor.ppg,2022-11-06T00:49:40.807,3475463317042,9649242.0,2.9786952E7,0.0
588,com.google.wear.sensor.ppg,2022-11-06T00:49:40.807,3475473248093,9651420.0,2.9774752E7,0.0
589,com.google.wear.sensor.ppg,2022-11-06T00:49:40.808,3475483179144,9649203.0,2.977714E7,0.0
590,com.google.wear.sensor.ppg,2022-11-06T00:49:41.042,3475493110209,9647724.0,2.978011E7,0.0
591,com.google.wear.sensor.ppg,2022-11-06T00:49:41.043,3475503028180,9654003.0,2.9776208E7,0.0
592,com.google.wear.sensor.ppg,2022-11-06T00:49:41.043,3475512946151,9648544.0,2.9765168E7,0.0
593,com.google.wear.sensor.ppg,2022-11-06T00:49:41.044,3475522864122,9652833.0,2.9785412E7,0.0
594,com.google.wear.sensor.ppg,2022-11-06T00:49:41.044,3475532782093,9649514.0,2.9768808E7,0.0
595,com.google.wear.sensor.ppg,2022-11-06T00:49:41.044,3475542700064,9651080.0,2.9777604E7,0.0
596,com.google.wear.sensor.ppg,2022-11-06T00:49:41.044,3475552618035,9649119.0,2.9773788E7,0.0
597,com.google.wear.sensor.ppg,2022-11-06T00:49:41.044,3475562536006,9650731.0,2.9775392E7,0.0
598,com.google.wear.sensor.ppg,2022-11-06T00:49:41.044,3475572453977,9650712.0,2.9782236E7,0.0
599,com.google.wear.sensor.ppg,2022-11-06T00:49:41.044,3475582371948,9649015.0,2.9774924E7,0.0
600,com.google.wear.sensor.ppg,2022-11-06T00:49:41.045,3475592289919,9651702.0,2.9778248E7,0.0
601,com.google.wear.sensor.ppg,2022-11-06T00:49:41.050,3475602207890,9650231.0,2.9782584E7,0.0
602,com.google.wear.sensor.ppg,2022-11-06T00:49:41.050,3475612125861,9649845.0,2.9781014E7,0.0
603,com.google.wear.sensor.ppg,2022-11-06T00:49:41.050,3475622043832,9651363.0,2.9775944E7,0.0
604,com.google.wear.sensor.ppg,2022-11-06T00:49:41.050,3475631961803,9649233.0,2.9779876E7,0.0
605,com.google.wear.sensor.ppg,2022-11-06T00:49:41.051,3475641879759,9650939.0,2.9784568E7,0.0
606,com.google.wear.sensor.ppg,2022-11-06T00:49:41.051,3475651797730,9649779.0,2.9779672E7,0.0
607,com.google.wear.sensor.ppg,2022-11-06T00:49:41.051,3475661715701,9648818.0,2.9766652E7,0.0
608,com.google.wear.sensor.ppg,2022-11-06T00:49:41.051,3475671633672,9650269.0,2.9779324E7,0.0
609,com.google.wear.sensor.ppg,2022-11-06T00:49:41.051,3475681551643,9656491.0,2.9774606E7,0.0
610,com.google.wear.sensor.ppg,2022-11-06T00:49:41.051,3475691469614,9650806.0,2.978404E7,0.0
611,com.google.wear.sensor.ppg,2022-11-06T00:49:41.224,3475701387586,9650023.0,2.9788264E7,0.0
612,com.google.wear.sensor.ppg,2022-11-06T00:49:41.225,3475711299743,9650798.0,2.9772828E7,0.0
613,com.google.wear.sensor.ppg,2022-11-06T00:49:41.225,3475721211900,9654077.0,2.9792664E7,0.0
614,com.google.wear.sensor.ppg,2022-11-06T00:49:41.225,3475731124057,9649354.0,2.9779382E7,0.0
615,com.google.wear.sensor.ppg,2022-11-06T00:49:41.225,3475741036214,9645613.0,2.9786984E7,0.0
616,com.google.wear.sensor.ppg,2022-11-06T00:49:41.225,3475750948371,9650504.0,2.9778652E7,0.0
617,com.google.wear.sensor.ppg,2022-11-06T00:49:41.225,3475760860528,9649280.0,2.976942E7,0.0
618,com.google.wear.sensor.ppg,2022-11-06T00:49:41.226,3475770772685,9649544.0,2.9777024E7,0.0
619,com.google.wear.sensor.ppg,2022-11-06T00:49:41.226,3475780684842,9648430.0,2.978314E7,0.0
620,com.google.wear.sensor.ppg,2022-11-06T00:49:41.226,3475790596999,9653644.0,2.978078E7,0.0
621,com.google.wear.sensor.ppg,2022-11-06T00:49:41.226,3475800509156,9651052.0,2.977414E7,0.0
622,com.google.wear.sensor.ppg,2022-11-06T00:49:41.226,3475810421313,9650702.0,2.9785002E7,0.0
623,com.google.wear.sensor.ppg,2022-11-06T00:49:41.226,3475820333470,9650919.0,2.9765692E7,0.0
624,com.google.wear.sensor.ppg,2022-11-06T00:49:41.226,3475830245627,9649139.0,2.9779644E7,0.0
625,com.google.wear.sensor.ppg,2022-11-06T00:49:41.227,3475840157784,9647082.0,2.9776264E7,0.0
626,com.google.wear.sensor.ppg,2022-11-06T00:49:41.227,3475850069926,9646178.0,2.9768314E7,0.0
627,com.google.wear.sensor.ppg,2022-11-06T00:49:41.227,3475859982083,9650307.0,2.9796392E7,0.0
628,com.google.wear.sensor.ppg,2022-11-06T00:49:41.227,3475869894240,9646658.0,2.9778248E7,0.0
629,com.google.wear.sensor.ppg,2022-11-06T00:49:41.227,3475879806397,9650684.0,2.9780286E7,0.0
630,com.google.wear.sensor.ppg,2022-11-06T00:49:41.227,3475889718554,9652013.0,2.9778276E7,0.0
631,com.google.wear.sensor.ppg,2022-11-06T00:49:41.227,3475899630711,9647601.0,2.9777402E7,0.0
632,com.google.wear.sensor.ppg,2022-11-06T00:49:41.433,3475909542879,9646083.0,2.9774722E7,0.0
633,com.google.wear.sensor.ppg,2022-11-06T00:49:41.434,3475919457942,9644811.0,2.9773672E7,0.0
634,com.google.wear.sensor.ppg,2022-11-06T00:49:41.434,3475929373005,9648921.0,2.978911E7,0.0
635,com.google.wear.sensor.ppg,2022-11-06T00:49:41.434,3475939288068,9650788.0,2.9781244E7,0.0
636,com.google.wear.sensor.ppg,2022-11-06T00:49:41.434,3475949203131,9652833.0,2.977344E7,0.0
637,com.google.wear.sensor.ppg,2022-11-06T00:49:41.434,3475959118194,9652823.0,2.9768342E7,0.0
638,com.google.wear.sensor.ppg,2022-11-06T00:49:41.435,3475969033257,9654427.0,2.9791704E7,0.0
639,com.google.wear.sensor.ppg,2022-11-06T00:49:41.435,3475978948320,9650363.0,2.9775916E7,0.0
640,com.google.wear.sensor.ppg,2022-11-06T00:49:41.435,3475988863383,9646092.0,2.9783112E7,0.0
641,com.google.wear.sensor.ppg,2022-11-06T00:49:41.435,3475998778446,9649129.0,2.977172E7,0.0
642,com.google.wear.sensor.ppg,2022-11-06T00:49:41.435,3476008693509,9648986.0,2.9775856E7,0.0
643,com.google.wear.sensor.ppg,2022-11-06T00:49:41.435,3476018608572,9648196.0,2.977772E7,0.0
644,com.google.wear.sensor.ppg,2022-11-06T00:49:41.435,3476028523635,9652183.0,2.9765458E7,0.0
645,com.google.wear.sensor.ppg,2022-11-06T00:49:41.436,3476038438698,9654153.0,2.9773644E7,0.0
646,com.google.wear.sensor.ppg,2022-11-06T00:49:41.436,3476048353761,9653964.0,2.9776208E7,0.0
647,com.google.wear.sensor.ppg,2022-11-06T00:49:41.436,3476058268824,9651250.0,2.978384E7,0.0
648,com.google.wear.sensor.ppg,2022-11-06T00:49:41.436,3476068183887,9653653.0,2.9788324E7,0.0
649,com.google.wear.sensor.ppg,2022-11-06T00:49:41.436,3476078098950,9651193.0,2.9771316E7,0.0
650,com.google.wear.sensor.ppg,2022-11-06T00:49:41.436,3476088014013,9648516.0,2.977618E7,0.0
651,com.google.wear.sensor.ppg,2022-11-06T00:49:41.436,3476097929076,9649186.0,2.9784916E7,0.0
652,com.google.wear.sensor.ppg,2022-11-06T00:49:41.437,3476107844139,9657104.0,2.9785614E7,0.0
653,com.google.wear.sensor.ppg,2022-11-06T00:49:41.642,3476117759214,9651665.0,2.9769248E7,0.0
654,com.google.wear.sensor.ppg,2022-11-06T00:49:41.643,3476127684451,9648836.0,2.9782266E7,0.0
655,com.google.wear.sensor.ppg,2022-11-06T00:49:41.644,3476137609688,9650363.0,2.977612E7,0.0
656,com.google.wear.sensor.ppg,2022-11-06T00:49:41.644,3476147534925,9651702.0,2.9793508E7,0.0
657,com.google.wear.sensor.ppg,2022-11-06T00:49:41.644,3476157460162,9651494.0,2.9778858E7,0.0
658,com.google.wear.sensor.ppg,2022-11-06T00:49:41.644,3476167385399,9650099.0,2.9780344E7,0.0
659,com.google.wear.sensor.ppg,2022-11-06T00:49:41.645,3476177310636,9651420.0,2.9776584E7,0.0
660,com.google.wear.sensor.ppg,2022-11-06T00:49:41.645,3476187235873,9652361.0,2.9778858E7,0.0
661,com.google.wear.sensor.ppg,2022-11-06T00:49:41.645,3476197161110,9654539.0,2.9782788E7,0.0
662,com.google.wear.sensor.ppg,2022-11-06T00:49:41.645,3476207086347,9649467.0,2.9779848E7,0.0
663,com.google.wear.sensor.ppg,2022-11-06T00:49:41.645,3476217011584,9648205.0,2.9772654E7,0.0
664,com.google.wear.sensor.ppg,2022-11-06T00:49:41.645,3476226936821,9649307.0,2.9771926E7,0.0
665,com.google.wear.sensor.ppg,2022-11-06T00:49:41.645,3476236862058,9649166.0,2.9782528E7,0.0
666,com.google.wear.sensor.ppg,2022-11-06T00:49:41.646,3476246787295,9651316.0,2.9773934E7,0.0
667,com.google.wear.sensor.ppg,2022-11-06T00:49:41.646,3476256712532,9649090.0,2.9783868E7,0.0
668,com.google.wear.sensor.ppg,2022-11-06T00:49:41.646,3476266637769,9652909.0,2.9789432E7,0.0
669,com.google.wear.sensor.ppg,2022-11-06T00:49:41.646,3476276563006,9651731.0,2.9775216E7,0.0
670,com.google.wear.sensor.ppg,2022-11-06T00:49:41.646,3476286488243,9651665.0,2.9759604E7,0.0
671,com.google.wear.sensor.ppg,2022-11-06T00:49:41.646,3476296413480,9648233.0,2.9790216E7,0.0
672,com.google.wear.sensor.ppg,2022-11-06T00:49:41.646,3476306338717,9652975.0,2.9774868E7,0.0
673,com.google.wear.sensor.ppg,2022-11-06T00:49:41.647,3476316263954,9648968.0,2.9779732E7,0.0
674,com.google.wear.sensor.ppg,2022-11-06T00:49:41.849,3476326189198,9647611.0,2.9788498E7,0.0
675,com.google.wear.sensor.ppg,2022-11-06T00:49:41.850,3476336114435,9653380.0,2.976843E7,0.0
676,com.google.wear.sensor.ppg,2022-11-06T00:49:41.851,3476346039672,9651872.0,2.9783662E7,0.0
677,com.google.wear.sensor.ppg,2022-11-06T00:49:41.851,3476355964909,9651929.0,2.9767092E7,0.0
678,com.google.wear.sensor.ppg,2022-11-06T00:49:41.851,3476365890146,9649401.0,2.9769888E7,0.0
679,com.google.wear.sensor.ppg,2022-11-06T00:49:41.851,3476375815383,9653191.0,2.9782266E7,0.0
680,com.google.wear.sensor.ppg,2022-11-06T00:49:41.851,3476385740620,9652719.0,2.9777752E7,0.0
681,com.google.wear.sensor.ppg,2022-11-06T00:49:41.852,3476395665857,9653022.0,2.9787042E7,0.0
682,com.google.wear.sensor.ppg,2022-11-06T00:49:41.852,3476405591094,9652400.0,2.977076E7,0.0
683,com.google.wear.sensor.ppg,2022-11-06T00:49:41.852,3476415516331,9651052.0,2.9778596E7,0.0
684,com.google.wear.sensor.ppg,2022-11-06T00:49:41.852,3476425441568,9653813.0,2.9774634E7,0.0
685,com.google.wear.sensor.ppg,2022-11-06T00:49:41.852,3476435366805,9650401.0,2.9779672E7,0.0
686,com.google.wear.sensor.ppg,2022-11-06T00:49:41.852,3476445292042,9651702.0,2.9780052E7,0.0
687,com.google.wear.sensor.ppg,2022-11-06T00:49:41.852,3476455217279,9649581.0,2.9786576E7,0.0
688,com.google.wear.sensor.ppg,2022-11-06T00:49:41.852,3476465142516,9650694.0,2.9783662E7,0.0
689,com.google.wear.sensor.ppg,2022-11-06T00:49:41.853,3476475067753,9652936.0,2.978678E7,0.0
690,com.google.wear.sensor.ppg,2022-11-06T00:49:41.853,3476484992990,9650297.0,2.9802362E7,0.0
691,com.google.wear.sensor.ppg,2022-11-06T00:49:41.853,3476494918227,9649411.0,2.9774868E7,0.0
692,com.google.wear.sensor.ppg,2022-11-06T00:49:41.853,3476504843464,9649996.0,2.9771896E7,0.0
693,com.google.wear.sensor.ppg,2022-11-06T00:49:41.853,3476514768701,9653134.0,2.9773616E7,0.0
694,com.google.wear.sensor.ppg,2022-11-06T00:49:41.854,3476524693938,9649393.0,2.9784012E7,0.0
695,com.google.wear.sensor.ppg,2022-11-06T00:49:42.058,3476534619182,9647243.0,2.9782934E7,0.0
696,com.google.wear.sensor.ppg,2022-11-06T00:49:42.059,3476544545873,9649779.0,2.9785702E7,0.0
697,com.google.wear.sensor.ppg,2022-11-06T00:49:42.060,3476554472564,9655133.0,2.9787798E7,0.0
698,com.google.wear.sensor.ppg,2022-11-06T00:49:42.060,3476564399255,9651786.0,2.9782644E7,0.0
699,com.google.wear.sensor.ppg,2022-11-06T00:49:42.061,3476574325946,9649608.0,2.9793362E7,0.0
700,com.google.wear.sensor.ppg,2022-11-06T00:49:42.061,3476584252637,9654144.0,2.9780548E7,0.0
701,com.google.wear.sensor.ppg,2022-11-06T00:49:42.067,3476594179328,9650015.0,2.9779176E7,0.0
702,com.google.wear.sensor.ppg,2022-11-06T00:49:42.067,3476604106019,9648610.0,2.9785996E7,0.0
703,com.google.wear.sensor.ppg,2022-11-06T00:49:42.067,3476614032710,9650561.0,2.9785936E7,0.0
704,com.google.wear.sensor.ppg,2022-11-06T00:49:42.067,3476623959401,9650590.0,2.979409E7,0.0
705,com.google.wear.sensor.ppg,2022-11-06T00:49:42.068,3476633886092,9652070.0,2.977877E7,0.0
706,com.google.wear.sensor.ppg,2022-11-06T00:49:42.068,3476643812783,9649892.0,2.9769216E7,0.0
707,com.google.wear.sensor.ppg,2022-11-06T00:49:42.068,3476653739474,9650203.0,2.9770704E7,0.0
708,com.google.wear.sensor.ppg,2022-11-06T00:49:42.068,3476663666165,9650203.0,2.9776702E7,0.0
709,com.google.wear.sensor.ppg,2022-11-06T00:49:42.068,3476673592856,9648931.0,2.9781478E7,0.0
710,com.google.wear.sensor.ppg,2022-11-06T00:49:42.068,3476683519532,9651890.0,2.97804E7,0.0
711,com.google.wear.sensor.ppg,2022-11-06T00:49:42.068,3476693446223,9649053.0,2.9768664E7,0.0
712,com.google.wear.sensor.ppg,2022-11-06T00:49:42.069,3476703372914,9652692.0,2.9769332E7,0.0
713,com.google.wear.sensor.ppg,2022-11-06T00:49:42.069,3476713299605,9654106.0,2.9777284E7,0.0
714,com.google.wear.sensor.ppg,2022-11-06T00:49:42.069,3476723226296,9650448.0,2.9776208E7,0.0
715,com.google.wear.sensor.ppg,2022-11-06T00:49:42.069,3476733152987,9652475.0,2.9777636E7,0.0
716,com.google.wear.sensor.ppg,2022-11-06T00:49:42.268,3476743129205,9653267.0,2.9781276E7,0.0
717,com.google.wear.sensor.ppg,2022-11-06T00:49:42.268,3476753057350,9652946.0,2.9785268E7,0.0
718,com.google.wear.sensor.ppg,2022-11-06T00:49:42.269,3476762985495,9651739.0,2.9764032E7,0.0
719,com.google.wear.sensor.ppg,2022-11-06T00:49:42.269,3476772913640,9651993.0,2.9793334E7,0.0
720,com.google.wear.sensor.ppg,2022-11-06T00:49:42.269,3476782841785,9652805.0,2.9774372E7,0.0
721,com.google.wear.sensor.ppg,2022-11-06T00:49:42.269,3476792769930,9652277.0,2.9776644E7,0.0
722,com.google.wear.sensor.ppg,2022-11-06T00:49:42.269,3476802698075,9655020.0,2.9781014E7,0.0
723,com.google.wear.sensor.ppg,2022-11-06T00:49:42.269,3476812626220,9648581.0,2.9774344E7,0.0
724,com.google.wear.sensor.ppg,2022-11-06T00:49:42.270,3476822554365,9652561.0,2.9784128E7,0.0
725,com.google.wear.sensor.ppg,2022-11-06T00:49:42.270,3476832482510,9649939.0,2.97871E7,0.0
726,com.google.wear.sensor.ppg,2022-11-06T00:49:42.270,3476842410655,9652909.0,2.9774868E7,0.0
727,com.google.wear.sensor.ppg,2022-11-06T00:49:42.270,3476852338800,9653230.0,2.9783516E7,0.0
728,com.google.wear.sensor.ppg,2022-11-06T00:49:42.270,3476862266945,9650694.0,2.9781654E7,0.0
729,com.google.wear.sensor.ppg,2022-11-06T00:49:42.270,3476872195090,9649779.0,2.9778858E7,0.0
730,com.google.wear.sensor.ppg,2022-11-06T00:49:42.270,3476882123235,9651712.0,2.978544E7,0.0
731,com.google.wear.sensor.ppg,2022-11-06T00:49:42.271,3476892051365,9652107.0,2.9779148E7,0.0
732,com.google.wear.sensor.ppg,2022-11-06T00:49:42.271,3476901979510,9650316.0,2.9789372E7,0.0
733,com.google.wear.sensor.ppg,2022-11-06T00:49:42.271,3476911907655,9650825.0,2.9780632E7,0.0
734,com.google.wear.sensor.ppg,2022-11-06T00:49:42.271,3476921835800,9655671.0,2.9781626E7,0.0
735,com.google.wear.sensor.ppg,2022-11-06T00:49:42.271,3476931763945,9651268.0,2.976473E7,0.0
736,com.google.wear.sensor.ppg,2022-11-06T00:49:42.271,3476941692090,9650090.0,2.9784422E7,0.0
737,com.google.wear.sensor.ppg,2022-11-06T00:49:42.472,3476951620232,9654163.0,2.9781392E7,0.0
738,com.google.wear.sensor.ppg,2022-11-06T00:49:42.473,3476961549829,9653050.0,2.9798868E7,0.0
739,com.google.wear.sensor.ppg,2022-11-06T00:49:42.474,3476971479426,9654916.0,2.978684E7,0.0
740,com.google.wear.sensor.ppg,2022-11-06T00:49:42.474,3476981409023,9653860.0,2.9780838E7,0.0
741,com.google.wear.sensor.ppg,2022-11-06T00:49:42.474,3476991338620,9650722.0,2.977504E7,0.0
742,com.google.wear.sensor.ppg,2022-11-06T00:49:42.475,3477001268217,9653597.0,2.979048E7,0.0
743,com.google.wear.sensor.ppg,2022-11-06T00:49:42.475,3477011197814,9648356.0,2.9778364E7,0.0
744,com.google.wear.sensor.ppg,2022-11-06T00:49:42.475,3477021127411,9651966.0,2.9774428E7,0.0
745,com.google.wear.sensor.ppg,2022-11-06T00:49:42.475,3477031057008,9651193.0,2.9773412E7,0.0
746,com.google.wear.sensor.ppg,2022-11-06T00:49:42.475,3477040986605,9652993.0,2.9786052E7,0.0
747,com.google.wear.sensor.ppg,2022-11-06T00:49:42.475,3477050916202,9657783.0,2.9778158E7,0.0
748,com.google.wear.sensor.ppg,2022-11-06T00:49:42.475,3477060845799,9648874.0,2.9794936E7,0.0
749,com.google.wear.sensor.ppg,2022-11-06T00:49:42.475,3477070775396,9649082.0,2.97834E7,0.0
750,com.google.wear.sensor.ppg,2022-11-06T00:49:42.476,3477080704993,9649608.0,2.9775684E7,0.0
751,com.google.wear.sensor.ppg,2022-11-06T00:49:42.476,3477090634590,9646376.0,2.978384E7,0.0
752,com.google.wear.sensor.ppg,2022-11-06T00:49:42.476,3477100564187,9645613.0,2.9773118E7,0.0
753,com.google.wear.sensor.ppg,2022-11-06T00:49:42.476,3477110493784,9652023.0,2.9788092E7,0.0
754,com.google.wear.sensor.ppg,2022-11-06T00:49:42.476,3477120423381,9649722.0,2.9784362E7,0.0
755,com.google.wear.sensor.ppg,2022-11-06T00:49:42.476,3477130352978,9649233.0,2.978454E7,0.0
756,com.google.wear.sensor.ppg,2022-11-06T00:49:42.476,3477140282575,9650948.0,2.9774052E7,0.0
757,com.google.wear.sensor.ppg,2022-11-06T00:49:42.476,3477150212172,9649976.0,2.9781128E7,0.0
758,com.google.wear.sensor.ppg,2022-11-06T00:49:42.682,3477160141780,9647761.0,2.9782994E7,0.0
759,com.google.wear.sensor.ppg,2022-11-06T00:49:42.683,3477170074285,9648883.0,2.9784216E7,0.0
760,com.google.wear.sensor.ppg,2022-11-06T00:49:42.683,3477180006790,9650816.0,2.9782236E7,0.0
761,com.google.wear.sensor.ppg,2022-11-06T00:49:42.683,3477189939295,9650986.0,2.9774896E7,0.0
762,com.google.wear.sensor.ppg,2022-11-06T00:49:42.683,3477199871800,9651778.0,2.9783428E7,0.0
763,com.google.wear.sensor.ppg,2022-11-06T00:49:42.683,3477209804305,9652833.0,2.9781626E7,0.0
764,com.google.wear.sensor.ppg,2022-11-06T00:49:42.684,3477219736810,9650929.0,2.977877E7,0.0
765,com.google.wear.sensor.ppg,2022-11-06T00:49:42.684,3477229669315,9652343.0,2.9766946E7,0.0
766,com.google.wear.sensor.ppg,2022-11-06T00:49:42.684,3477239601820,9649450.0,2.9778858E7,0.0
767,com.google.wear.sensor.ppg,2022-11-06T00:49:42.684,3477249534325,9649826.0,2.9775334E7,0.0
768,com.google.wear.sensor.ppg,2022-11-06T00:49:42.684,3477259466830,9649986.0,2.9777488E7,0.0
769,com.google.wear.sensor.ppg,2022-11-06T00:49:42.684,3477269399335,9649949.0,2.9777836E7,0.0
770,com.google.wear.sensor.ppg,2022-11-06T00:49:42.684,3477279331840,9651457.0,2.9776992E7,0.0
771,com.google.wear.sensor.ppg,2022-11-06T00:49:42.685,3477289264345,9652296.0,2.9790976E7,0.0
772,com.google.wear.sensor.ppg,2022-11-06T00:49:42.685,3477299196850,9653144.0,2.9776352E7,0.0
773,com.google.wear.sensor.ppg,2022-11-06T00:49:42.685,3477309129340,9654106.0,2.9781596E7,0.0
774,com.google.wear.sensor.ppg,2022-11-06T00:49:42.685,3477319061845,9653183.0,2.9781772E7,0.0
775,com.google.wear.sensor.ppg,2022-11-06T00:49:42.685,3477328994350,9647771.0,2.978841E7,0.0
776,com.google.wear.sensor.ppg,2022-11-06T00:49:42.685,3477338926855,9649902.0,2.9799888E7,0.0
777,com.google.wear.sensor.ppg,2022-11-06T00:49:42.685,3477348859360,9650759.0,2.9773616E7,0.0
778,com.google.wear.sensor.ppg,2022-11-06T00:49:42.685,3477358791865,9655133.0,2.9778508E7,0.0
779,com.google.wear.sensor.ppg,2022-11-06T00:49:42.892,3477368724371,9649685.0,2.977906E7,0.0
780,com.google.wear.sensor.ppg,2022-11-06T00:49:42.893,3477378656876,9652768.0,2.9783896E7,0.0
781,com.google.wear.sensor.ppg,2022-11-06T00:49:42.894,3477388589381,9654116.0,2.97901E7,0.0
782,com.google.wear.sensor.ppg,2022-11-06T00:49:42.895,3477398521886,9650514.0,2.9781742E7,0.0
783,com.google.wear.sensor.ppg,2022-11-06T00:49:42.895,3477408454391,9652023.0,2.9778508E7,0.0
784,com.google.wear.sensor.ppg,2022-11-06T00:49:42.895,3477418386896,9653494.0,2.9781276E7,0.0
785,com.google.wear.sensor.ppg,2022-11-06T00:49:42.895,3477428319401,9648620.0,2.9775158E7,0.0
786,com.google.wear.sensor.ppg,2022-11-06T00:49:42.895,3477438251906,9654860.0,2.977638E7,0.0
787,com.google.wear.sensor.ppg,2022-11-06T00:49:42.895,3477448184411,9650702.0,2.9774722E7,0.0
788,com.google.wear.sensor.ppg,2022-11-06T00:49:42.895,3477458116916,9648601.0,2.9781566E7,0.0
789,com.google.wear.sensor.ppg,2022-11-06T00:49:42.896,3477468049421,9651052.0,2.978381E7,0.0
790,com.google.wear.sensor.ppg,2022-11-06T00:49:42.896,3477477981926,9651872.0,2.9770204E7,0.0
791,com.google.wear.sensor.ppg,2022-11-06T00:49:42.896,3477487914431,9648337.0,2.9783372E7,0.0
792,com.google.wear.sensor.ppg,2022-11-06T00:49:42.896,3477497846936,9652645.0,2.979674E7,0.0
793,com.google.wear.sensor.ppg,2022-11-06T00:49:42.896,3477507779441,9650438.0,2.9773118E7,0.0
794,com.google.wear.sensor.ppg,2022-11-06T00:49:42.896,3477517711931,9652776.0,2.9775944E7,0.0
795,com.google.wear.sensor.ppg,2022-11-06T00:49:42.896,3477527644436,9652635.0,2.9773148E7,0.0
796,com.google.wear.sensor.ppg,2022-11-06T00:49:42.896,3477537576941,9649090.0,2.9785384E7,0.0
797,com.google.wear.sensor.ppg,2022-11-06T00:49:42.897,3477547509446,9653691.0,2.978908E7,0.0
798,com.google.wear.sensor.ppg,2022-11-06T00:49:42.897,3477557441951,9650514.0,2.9778042E7,0.0
799,com.google.wear.sensor.ppg,2022-11-06T00:49:42.897,3477567374456,9649072.0,2.9783082E7,0.0
800,com.google.wear.sensor.ppg,2022-11-06T00:49:43.102,3477577306961,9652739.0,2.9786518E7,0.0
801,com.google.wear.sensor.ppg,2022-11-06T00:49:43.108,3477587238012,9647931.0,2.9791848E7,0.0
802,com.google.wear.sensor.ppg,2022-11-06T00:49:43.108,3477597169063,9654304.0,2.9778392E7,0.0
803,com.google.wear.sensor.ppg,2022-11-06T00:49:43.108,3477607100114,9653351.0,2.9773468E7,0.0
804,com.google.wear.sensor.ppg,2022-11-06T00:49:43.108,3477617031165,9648563.0,2.9777896E7,0.0
805,com.google.wear.sensor.ppg,2022-11-06T00:49:43.109,3477626962216,9652447.0,2.97871E7,0.0
806,com.google.wear.sensor.ppg,2022-11-06T00:49:43.109,3477636893267,9650608.0,2.9788848E7,0.0
807,com.google.wear.sensor.ppg,2022-11-06T00:49:43.109,3477646824318,9648176.0,2.9785468E7,0.0
808,com.google.wear.sensor.ppg,2022-11-06T00:49:43.109,3477656755369,9652909.0,2.9784274E7,0.0
809,com.google.wear.sensor.ppg,2022-11-06T00:49:43.109,3477666686420,9654531.0,2.978518E7,0.0
810,com.google.wear.sensor.ppg,2022-11-06T00:49:43.109,3477676617471,9650948.0,2.978346E7,0.0
811,com.google.wear.sensor.ppg,2022-11-06T00:49:43.109,3477686548522,9651731.0,2.9777664E7,0.0
812,com.google.wear.sensor.ppg,2022-11-06T00:49:43.109,3477696479573,9650287.0,2.979485E7,0.0
813,com.google.wear.sensor.ppg,2022-11-06T00:49:43.110,3477706410624,9652919.0,2.9794702E7,0.0
814,com.google.wear.sensor.ppg,2022-11-06T00:49:43.110,3477716341675,9651929.0,2.977644E7,0.0
815,com.google.wear.sensor.ppg,2022-11-06T00:49:43.110,3477726272711,9650645.0,2.977679E7,0.0
816,com.google.wear.sensor.ppg,2022-11-06T00:49:43.110,3477736203762,9646225.0,2.9776468E7,0.0
817,com.google.wear.sensor.ppg,2022-11-06T00:49:43.110,3477746134813,9646092.0,2.9771778E7,0.0
818,com.google.wear.sensor.ppg,2022-11-06T00:49:43.110,3477756065864,9650571.0,2.9798256E7,0.0
819,com.google.wear.sensor.ppg,2022-11-06T00:49:43.110,3477765996915,9654398.0,2.9776264E7,0.0
820,com.google.wear.sensor.ppg,2022-11-06T00:49:43.110,3477775927966,9650307.0,2.979042E7,0.0
821,com.google.wear.sensor.ppg,2022-11-06T00:49:43.309,3477785859031,9654427.0,2.9786312E7,0.0
822,com.google.wear.sensor.ppg,2022-11-06T00:49:43.310,3477795784268,9653852.0,2.9781596E7,0.0
