event,type,time,stamp,data0,data1,data2
25255,com.google.wear.sensor.ppg,2022-11-06T00:53:45.936,3720500682259,9687496.0,2.9920852E7,0.0
25256,com.google.wear.sensor.ppg,2022-11-06T00:53:45.936,3720510620576,9686383.0,2.99233E7,0.0
25257,com.google.wear.sensor.ppg,2022-11-06T00:53:45.936,3720520558893,9684243.0,2.9906668E7,0.0
25258,com.google.wear.sensor.ppg,2022-11-06T00:53:45.937,3720530497210,9686233.0,2.99159E7,0.0
25259,com.google.wear.sensor.ppg,2022-11-06T00:53:45.937,3720540435527,9685092.0,2.9911792E7,0.0
25260,com.google.wear.sensor.ppg,2022-11-06T00:53:45.937,3720550373844,9687402.0,2.9931048E7,0.0
25261,com.google.wear.sensor.ppg,2022-11-06T00:53:45.937,3720560312161,9684376.0,2.9928512E7,0.0
25262,com.google.wear.sensor.ppg,2022-11-06T00:53:45.937,3720570250478,9687146.0,2.9921026E7,0.0
25263,com.google.wear.sensor.ppg,2022-11-06T00:53:45.937,3720580188795,9688486.0,2.9914734E7,0.0
25264,com.google.wear.sensor.ppg,2022-11-06T00:53:45.937,3720590127112,9685734.0,2.9921552E7,0.0
25265,com.google.wear.sensor.ppg,2022-11-06T00:53:45.938,3720600065429,9688477.0,2.991156E7,0.0
25266,com.google.wear.sensor.ppg,2022-11-06T00:53:45.938,3720610003746,9689013.0,2.9923472E7,0.0
25267,com.google.wear.sensor.ppg,2022-11-06T00:53:46.144,3720619987001,9684564.0,2.991634E7,0.0
25268,com.google.wear.sensor.ppg,2022-11-06T00:53:46.145,3720629912238,9686600.0,2.9916134E7,0.0
25269,com.google.wear.sensor.ppg,2022-11-06T00:53:46.145,3720639837475,9688806.0,2.9910976E7,0.0
25270,com.google.wear.sensor.ppg,2022-11-06T00:53:46.145,3720649762712,9686393.0,2.9924348E7,0.0
25271,com.google.wear.sensor.ppg,2022-11-06T00:53:46.145,3720659687949,9686620.0,2.9915112E7,0.0
25272,com.google.wear.sensor.ppg,2022-11-06T00:53:46.146,3720669613186,9685035.0,2.9936494E7,0.0
25273,com.google.wear.sensor.ppg,2022-11-06T00:53:46.146,3720679538423,9685761.0,2.991628E7,0.0
25274,com.google.wear.sensor.ppg,2022-11-06T00:53:46.146,3720689463660,9687561.0,2.990856E7,0.0
25275,com.google.wear.sensor.ppg,2022-11-06T00:53:46.146,3720699388897,9686072.0,2.9924696E7,0.0
25276,com.google.wear.sensor.ppg,2022-11-06T00:53:46.146,3720709314134,9686958.0,2.9906056E7,0.0
25277,com.google.wear.sensor.ppg,2022-11-06T00:53:46.146,3720719239371,9687524.0,2.9912144E7,0.0
25278,com.google.wear.sensor.ppg,2022-11-06T00:53:46.146,3720729164608,9686524.0,2.9920298E7,0.0
25279,com.google.wear.sensor.ppg,2022-11-06T00:53:46.147,3720739089845,9687326.0,2.992021E7,0.0
25280,com.google.wear.sensor.ppg,2022-11-06T00:53:46.147,3720749015082,9684413.0,2.9921288E7,0.0
25281,com.google.wear.sensor.ppg,2022-11-06T00:53:46.147,3720758940319,9687223.0,2.9918958E7,0.0
25282,com.google.wear.sensor.ppg,2022-11-06T00:53:46.147,3720768865556,9685687.0,2.9921144E7,0.0
25283,com.google.wear.sensor.ppg,2022-11-06T00:53:46.147,3720778790793,9685998.0,2.9919746E7,0.0
25284,com.google.wear.sensor.ppg,2022-11-06T00:53:46.147,3720788716030,9685610.0,2.9920416E7,0.0
25285,com.google.wear.sensor.ppg,2022-11-06T00:53:46.147,3720798641267,9687005.0,2.9908212E7,0.0
25286,com.google.wear.sensor.ppg,2022-11-06T00:53:46.147,3720808566504,9687553.0,2.9913948E7,0.0
25287,com.google.wear.sensor.ppg,2022-11-06T00:53:46.148,3720818491741,9685393.0,2.9922776E7,0.0
25288,com.google.wear.sensor.ppg,2022-11-06T00:53:46.350,3720828416985,9689617.0,2.9928948E7,0.0
25289,com.google.wear.sensor.ppg,2022-11-06T00:53:46.351,3720838352396,9685554.0,2.9919598E7,0.0
25290,com.google.wear.sensor.ppg,2022-11-06T00:53:46.351,3720848287807,9687166.0,2.9935736E7,0.0
25291,com.google.wear.sensor.ppg,2022-11-06T00:53:46.351,3720858223218,9687864.0,2.9916834E7,0.0
25292,com.google.wear.sensor.ppg,2022-11-06T00:53:46.351,3720868158629,9685346.0,2.9929968E7,0.0
25293,com.google.wear.sensor.ppg,2022-11-06T00:53:46.351,3720878094040,9687948.0,2.9915288E7,0.0
25294,com.google.wear.sensor.ppg,2022-11-06T00:53:46.351,3720888029451,9686213.0,2.9914066E7,0.0
25295,com.google.wear.sensor.ppg,2022-11-06T00:53:46.351,3720897964862,9688909.0,2.9910192E7,0.0
25296,com.google.wear.sensor.ppg,2022-11-06T00:53:46.352,3720907900273,9684292.0,2.9921376E7,0.0
25297,com.google.wear.sensor.ppg,2022-11-06T00:53:46.352,3720917835684,9685469.0,2.9915112E7,0.0
25298,com.google.wear.sensor.ppg,2022-11-06T00:53:46.352,3720927771095,9687270.0,2.9920444E7,0.0
25299,com.google.wear.sensor.ppg,2022-11-06T00:53:46.352,3720937706506,9683102.0,2.9930056E7,0.0
25300,com.google.wear.sensor.ppg,2022-11-06T00:53:46.352,3720947641917,9687156.0,2.9914272E7,0.0
25301,com.google.wear.sensor.ppg,2022-11-06T00:53:46.355,3720957577328,9686205.0,2.992924E7,0.0
25302,com.google.wear.sensor.ppg,2022-11-06T00:53:46.355,3720967512739,9683188.0,2.9915728E7,0.0
25303,com.google.wear.sensor.ppg,2022-11-06T00:53:46.356,3720977448150,9685724.0,2.9928658E7,0.0
25304,com.google.wear.sensor.ppg,2022-11-06T00:53:46.357,3720987383561,9690042.0,2.991325E7,0.0
25305,com.google.wear.sensor.ppg,2022-11-06T00:53:46.357,3720997318972,9687939.0,2.9910804E7,0.0
25306,com.google.wear.sensor.ppg,2022-11-06T00:53:46.357,3721007254383,9686393.0,2.9920824E7,0.0
25307,com.google.wear.sensor.ppg,2022-11-06T00:53:46.357,3721017189794,9688072.0,2.9907746E7,0.0
25308,com.google.wear.sensor.ppg,2022-11-06T00:53:46.357,3721027125205,9686724.0,2.9923036E7,0.0
25309,com.google.wear.sensor.ppg,2022-11-06T00:53:46.561,3721037060619,9680048.0,2.9918492E7,0.0
25310,com.google.wear.sensor.ppg,2022-11-06T00:53:46.561,3721046984402,9689220.0,2.9885608E7,0.0
25311,com.google.wear.sensor.ppg,2022-11-06T00:53:46.563,3721056908185,9685828.0,2.9914678E7,0.0
25312,com.google.wear.sensor.ppg,2022-11-06T00:53:46.563,3721066831968,9686045.0,2.9916016E7,0.0
25313,com.google.wear.sensor.ppg,2022-11-06T00:53:46.563,3721076755751,9688618.0,2.9911124E7,0.0
25314,com.google.wear.sensor.ppg,2022-11-06T00:53:46.563,3721086679534,9686262.0,2.9920096E7,0.0
25315,com.google.wear.sensor.ppg,2022-11-06T00:53:46.563,3721096603317,9684875.0,2.9926096E7,0.0
25316,com.google.wear.sensor.ppg,2022-11-06T00:53:46.564,3721106527100,9685440.0,2.9914734E7,0.0
25317,com.google.wear.sensor.ppg,2022-11-06T00:53:46.564,3721116450883,9686403.0,2.9918084E7,0.0
25318,com.google.wear.sensor.ppg,2022-11-06T00:53:46.564,3721126374666,9685894.0,2.9907628E7,0.0
25319,com.google.wear.sensor.ppg,2022-11-06T00:53:46.564,3721136298449,9686365.0,2.991057E7,0.0
25320,com.google.wear.sensor.ppg,2022-11-06T00:53:46.564,3721146222232,9684961.0,2.990888E7,0.0
25321,com.google.wear.sensor.ppg,2022-11-06T00:53:46.564,3721156146015,9685186.0,2.992525E7,0.0
25322,com.google.wear.sensor.ppg,2022-11-06T00:53:46.564,3721166069798,9685743.0,2.9909202E7,0.0
25323,com.google.wear.sensor.ppg,2022-11-06T00:53:46.565,3721175993581,9687213.0,2.99129E7,0.0
25324,com.google.wear.sensor.ppg,2022-11-06T00:53:46.565,3721185917364,9685356.0,2.9915112E7,0.0
25325,com.google.wear.sensor.ppg,2022-11-06T00:53:46.565,3721195841147,9684603.0,2.9919804E7,0.0
25326,com.google.wear.sensor.ppg,2022-11-06T00:53:46.565,3721205764930,9689768.0,2.9927084E7,0.0
25327,com.google.wear.sensor.ppg,2022-11-06T00:53:46.565,3721215688713,9689240.0,2.9914588E7,0.0
25328,com.google.wear.sensor.ppg,2022-11-06T00:53:46.565,3721225612496,9687025.0,2.9917384E7,0.0
25329,com.google.wear.sensor.ppg,2022-11-06T00:53:46.565,3721235536279,9686356.0,2.9916744E7,0.0
25330,com.google.wear.sensor.ppg,2022-11-06T00:53:46.770,3721245460081,9685667.0,2.9908736E7,0.0
25331,com.google.wear.sensor.ppg,2022-11-06T00:53:46.771,3721255386772,9687166.0,2.9923356E7,0.0
25332,com.google.wear.sensor.ppg,2022-11-06T00:53:46.772,3721265313463,9684008.0,2.9923766E7,0.0
25333,com.google.wear.sensor.ppg,2022-11-06T00:53:46.772,3721275240154,9687610.0,2.9918202E7,0.0
25334,com.google.wear.sensor.ppg,2022-11-06T00:53:46.772,3721285166845,9687015.0,2.9919832E7,0.0
25335,com.google.wear.sensor.ppg,2022-11-06T00:53:46.772,3721295093536,9682321.0,2.98725E7,0.0
25336,com.google.wear.sensor.ppg,2022-11-06T00:53:46.772,3721305020227,9683423.0,2.991794E7,0.0
25337,com.google.wear.sensor.ppg,2022-11-06T00:53:46.773,3721314946918,9687242.0,2.9918172E7,0.0
25338,com.google.wear.sensor.ppg,2022-11-06T00:53:46.773,3721324873609,9686780.0,2.993122E7,0.0
25339,com.google.wear.sensor.ppg,2022-11-06T00:53:46.773,3721334800300,9687185.0,2.9924696E7,0.0
25340,com.google.wear.sensor.ppg,2022-11-06T00:53:46.773,3721344726991,9686477.0,2.9910048E7,0.0
25341,com.google.wear.sensor.ppg,2022-11-06T00:53:46.773,3721354653682,9689758.0,2.9912726E7,0.0
25342,com.google.wear.sensor.ppg,2022-11-06T00:53:46.773,3721364580373,9686912.0,2.9908736E7,0.0
25343,com.google.wear.sensor.ppg,2022-11-06T00:53:46.773,3721374507064,9686865.0,2.9907424E7,0.0
25344,com.google.wear.sensor.ppg,2022-11-06T00:53:46.774,3721384433755,9686968.0,2.991022E7,0.0
25345,com.google.wear.sensor.ppg,2022-11-06T00:53:46.774,3721394360431,9686902.0,2.9914532E7,0.0
25346,com.google.wear.sensor.ppg,2022-11-06T00:53:46.774,3721404287122,9684225.0,2.9919542E7,0.0
25347,com.google.wear.sensor.ppg,2022-11-06T00:53:46.774,3721414213813,9684442.0,2.9913192E7,0.0
25348,com.google.wear.sensor.ppg,2022-11-06T00:53:46.774,3721424140504,9687514.0,2.9907336E7,0.0
25349,com.google.wear.sensor.ppg,2022-11-06T00:53:46.774,3721434067195,9690871.0,2.992021E7,0.0
25350,com.google.wear.sensor.ppg,2022-11-06T00:53:46.774,3721443993886,9686524.0,2.9914472E7,0.0
25351,com.google.wear.sensor.ppg,2022-11-06T00:53:46.978,3721453920587,9689796.0,2.9915812E7,0.0
25352,com.google.wear.sensor.ppg,2022-11-06T00:53:46.979,3721463847278,9685356.0,2.9911472E7,0.0
25353,com.google.wear.sensor.ppg,2022-11-06T00:53:46.980,3721473773969,9689523.0,2.991322E7,0.0
25354,com.google.wear.sensor.ppg,2022-11-06T00:53:46.980,3721483700660,9686469.0,2.992196E7,0.0
25355,com.google.wear.sensor.ppg,2022-11-06T00:53:46.980,3721493627351,9687119.0,2.9902968E7,0.0
25356,com.google.wear.sensor.ppg,2022-11-06T00:53:46.980,3721503554042,9682566.0,2.9918172E7,0.0
25357,com.google.wear.sensor.ppg,2022-11-06T00:53:46.980,3721513480733,9685734.0,2.9933172E7,0.0
25358,com.google.wear.sensor.ppg,2022-11-06T00:53:46.980,3721523407424,9687307.0,2.9919864E7,0.0
25359,com.google.wear.sensor.ppg,2022-11-06T00:53:46.981,3721533334115,9685988.0,2.9907046E7,0.0
25360,com.google.wear.sensor.ppg,2022-11-06T00:53:46.981,3721543260806,9683877.0,2.9918902E7,0.0
25361,com.google.wear.sensor.ppg,2022-11-06T00:53:46.981,3721553187497,9681754.0,2.9914824E7,0.0
25362,com.google.wear.sensor.ppg,2022-11-06T00:53:46.981,3721563114188,9690343.0,2.992595E7,0.0
25363,com.google.wear.sensor.ppg,2022-11-06T00:53:46.981,3721573040879,9685413.0,2.9921464E7,0.0
25364,com.google.wear.sensor.ppg,2022-11-06T00:53:46.981,3721582967570,9686939.0,2.9908676E7,0.0
25365,com.google.wear.sensor.ppg,2022-11-06T00:53:46.981,3721592894261,9687411.0,2.9913278E7,0.0
25366,com.google.wear.sensor.ppg,2022-11-06T00:53:46.981,3721602820937,9686741.0,2.9922776E7,0.0
25367,com.google.wear.sensor.ppg,2022-11-06T00:53:46.982,3721612747628,9686119.0,2.9915288E7,0.0
25368,com.google.wear.sensor.ppg,2022-11-06T00:53:46.982,3721622674319,9683895.0,2.9912872E7,0.0
25369,com.google.wear.sensor.ppg,2022-11-06T00:53:46.982,3721632601010,9687637.0,2.9925424E7,0.0
25370,com.google.wear.sensor.ppg,2022-11-06T00:53:46.982,3721642527701,9682840.0,2.991788E7,0.0
25371,com.google.wear.sensor.ppg,2022-11-06T00:53:46.982,3721652454392,9686035.0,2.9917328E7,0.0
25372,com.google.wear.sensor.ppg,2022-11-06T00:53:47.186,3721662381092,9691333.0,2.991922E7,0.0
25373,com.google.wear.sensor.ppg,2022-11-06T00:53:47.187,3721672306329,9688089.0,2.9917648E7,0.0
25374,com.google.wear.sensor.ppg,2022-11-06T00:53:47.187,3721682231566,9688637.0,2.9927056E7,0.0
25375,com.google.wear.sensor.ppg,2022-11-06T00:53:47.187,3721692156803,9690474.0,2.9914384E7,0.0
25376,com.google.wear.sensor.ppg,2022-11-06T00:53:47.187,3721702082040,9689778.0,2.9918318E7,0.0
25377,com.google.wear.sensor.ppg,2022-11-06T00:53:47.187,3721712007277,9685894.0,2.9919864E7,0.0
25378,com.google.wear.sensor.ppg,2022-11-06T00:53:47.187,3721721932514,9685855.0,2.9925456E7,0.0
25379,com.google.wear.sensor.ppg,2022-11-06T00:53:47.187,3721731857751,9685563.0,2.992056E7,0.0
25380,com.google.wear.sensor.ppg,2022-11-06T00:53:47.188,3721741782988,9687798.0,2.9920182E7,0.0
25381,com.google.wear.sensor.ppg,2022-11-06T00:53:47.188,3721751708225,9686450.0,2.9914794E7,0.0
25382,com.google.wear.sensor.ppg,2022-11-06T00:53:47.188,3721761633462,9684761.0,2.9913688E7,0.0
25383,com.google.wear.sensor.ppg,2022-11-06T00:53:47.188,3721771558699,9686798.0,2.9921814E7,0.0
25384,com.google.wear.sensor.ppg,2022-11-06T00:53:47.188,3721781483936,9685818.0,2.9915784E7,0.0
25385,com.google.wear.sensor.ppg,2022-11-06T00:53:47.188,3721791409173,9690748.0,2.9919192E7,0.0
25386,com.google.wear.sensor.ppg,2022-11-06T00:53:47.188,3721801334410,9682547.0,2.9921784E7,0.0
25387,com.google.wear.sensor.ppg,2022-11-06T00:53:47.189,3721811259647,9687289.0,2.9918492E7,0.0
25388,com.google.wear.sensor.ppg,2022-11-06T00:53:47.189,3721821184884,9682188.0,2.9920096E7,0.0
25389,com.google.wear.sensor.ppg,2022-11-06T00:53:47.189,3721831110121,9686647.0,2.9921988E7,0.0
25390,com.google.wear.sensor.ppg,2022-11-06T00:53:47.189,3721841035358,9683065.0,2.9913308E7,0.0
25391,com.google.wear.sensor.ppg,2022-11-06T00:53:47.189,3721850960595,9687618.0,2.9910892E7,0.0
25392,com.google.wear.sensor.ppg,2022-11-06T00:53:47.189,3721860885832,9684386.0,2.9922164E7,0.0
25393,com.google.wear.sensor.ppg,2022-11-06T00:53:47.397,3721870811076,9685516.0,2.9922104E7,0.0
25394,com.google.wear.sensor.ppg,2022-11-06T00:53:47.398,3721880731953,9684706.0,2.991692E7,0.0
25395,com.google.wear.sensor.ppg,2022-11-06T00:53:47.398,3721890652830,9685734.0,2.9926036E7,0.0
25396,com.google.wear.sensor.ppg,2022-11-06T00:53:47.398,3721900573707,9688854.0,2.9913978E7,0.0
25397,com.google.wear.sensor.ppg,2022-11-06T00:53:47.398,3721910494584,9683141.0,2.991887E7,0.0
25398,com.google.wear.sensor.ppg,2022-11-06T00:53:47.398,3721920415461,9690353.0,2.9929648E7,0.0
25399,com.google.wear.sensor.ppg,2022-11-06T00:53:47.399,3721930336338,9689269.0,2.9918024E7,0.0
25400,com.google.wear.sensor.ppg,2022-11-06T00:53:47.399,3721940257215,9686129.0,2.9922484E7,0.0
25401,com.google.wear.sensor.ppg,2022-11-06T00:53:47.402,3721950178092,9685667.0,2.9926764E7,0.0
25402,com.google.wear.sensor.ppg,2022-11-06T00:53:47.402,3721960098969,9689013.0,2.9914066E7,0.0
25403,com.google.wear.sensor.ppg,2022-11-06T00:53:47.403,3721970019846,9686912.0,2.992991E7,0.0
25404,com.google.wear.sensor.ppg,2022-11-06T00:53:47.403,3721979940723,9686280.0,2.9920824E7,0.0
25405,com.google.wear.sensor.ppg,2022-11-06T00:53:47.403,3721989861600,9686771.0,2.9909492E7,0.0
25406,com.google.wear.sensor.ppg,2022-11-06T00:53:47.403,3721999782477,9685818.0,2.9915406E7,0.0
25407,com.google.wear.sensor.ppg,2022-11-06T00:53:47.403,3722009703354,9689995.0,2.9915522E7,0.0
25408,com.google.wear.sensor.ppg,2022-11-06T00:53:47.404,3722019624231,9685751.0,2.9915696E7,0.0
25409,com.google.wear.sensor.ppg,2022-11-06T00:53:47.404,3722029545108,9686403.0,2.9916716E7,0.0
25410,com.google.wear.sensor.ppg,2022-11-06T00:53:47.404,3722039465985,9686600.0,2.9912116E7,0.0
25411,com.google.wear.sensor.ppg,2022-11-06T00:53:47.404,3722049386862,9687524.0,2.9907716E7,0.0
25412,com.google.wear.sensor.ppg,2022-11-06T00:53:47.404,3722059307739,9687571.0,2.991654E7,0.0
25413,com.google.wear.sensor.ppg,2022-11-06T00:53:47.404,3722069228616,9685894.0,2.9916716E7,0.0
25414,com.google.wear.sensor.ppg,2022-11-06T00:53:47.601,3722079149497,9695019.0,2.9923822E7,0.0
25415,com.google.wear.sensor.ppg,2022-11-06T00:53:47.602,3722089080548,9688825.0,2.9905912E7,0.0
25416,com.google.wear.sensor.ppg,2022-11-06T00:53:47.602,3722099011599,9681095.0,2.9928948E7,0.0
25417,com.google.wear.sensor.ppg,2022-11-06T00:53:47.602,3722108942650,9687052.0,2.9923154E7,0.0
25418,com.google.wear.sensor.ppg,2022-11-06T00:53:47.602,3722118873701,9685384.0,2.9918408E7,0.0
25419,com.google.wear.sensor.ppg,2022-11-06T00:53:47.602,3722128804752,9683272.0,2.9911358E7,0.0
25420,com.google.wear.sensor.ppg,2022-11-06T00:53:47.602,3722138735803,9691351.0,2.991296E7,0.0
25421,com.google.wear.sensor.ppg,2022-11-06T00:53:47.602,3722148666854,9687346.0,2.9911358E7,0.0
25422,com.google.wear.sensor.ppg,2022-11-06T00:53:47.602,3722158597905,9686280.0,2.9913192E7,0.0
25423,com.google.wear.sensor.ppg,2022-11-06T00:53:47.603,3722168528956,9686186.0,2.9918024E7,0.0
25424,com.google.wear.sensor.ppg,2022-11-06T00:53:47.603,3722178460007,9686835.0,2.9912872E7,0.0
25425,com.google.wear.sensor.ppg,2022-11-06T00:53:47.603,3722188391058,9685252.0,2.9928136E7,0.0
25426,com.google.wear.sensor.ppg,2022-11-06T00:53:47.603,3722198322109,9688430.0,2.9909084E7,0.0
25427,com.google.wear.sensor.ppg,2022-11-06T00:53:47.603,3722208253160,9686931.0,2.9919948E7,0.0
25428,com.google.wear.sensor.ppg,2022-11-06T00:53:47.604,3722218184211,9688080.0,2.9917968E7,0.0
25429,com.google.wear.sensor.ppg,2022-11-06T00:53:47.604,3722228115247,9688590.0,2.9914882E7,0.0
25430,com.google.wear.sensor.ppg,2022-11-06T00:53:47.604,3722238046298,9685440.0,2.9914852E7,0.0
25431,com.google.wear.sensor.ppg,2022-11-06T00:53:47.604,3722247977349,9687524.0,2.9918784E7,0.0
25432,com.google.wear.sensor.ppg,2022-11-06T00:53:47.604,3722257908400,9686497.0,2.9918436E7,0.0
25433,com.google.wear.sensor.ppg,2022-11-06T00:53:47.604,3722267839451,9687099.0,2.9910542E7,0.0
25434,com.google.wear.sensor.ppg,2022-11-06T00:53:47.604,3722277770502,9684027.0,2.9924116E7,0.0
25435,com.google.wear.sensor.ppg,2022-11-06T00:53:47.812,3722287701566,9686356.0,2.9915406E7,0.0
25436,com.google.wear.sensor.ppg,2022-11-06T00:53:47.813,3722297635523,9684714.0,2.9923066E7,0.0
25437,com.google.wear.sensor.ppg,2022-11-06T00:53:47.814,3722307569480,9686516.0,2.9916716E7,0.0
25438,com.google.wear.sensor.ppg,2022-11-06T00:53:47.815,3722317503437,9682500.0,2.9921492E7,0.0
25439,com.google.wear.sensor.ppg,2022-11-06T00:53:47.815,3722327437394,9688958.0,2.9913426E7,0.0
25440,com.google.wear.sensor.ppg,2022-11-06T00:53:47.815,3722337371351,9682453.0,2.991258E7,0.0
25441,com.google.wear.sensor.ppg,2022-11-06T00:53:47.815,3722347305308,9687402.0,2.9905996E7,0.0
25442,com.google.wear.sensor.ppg,2022-11-06T00:53:47.815,3722357239265,9686865.0,2.992056E7,0.0
25443,com.google.wear.sensor.ppg,2022-11-06T00:53:47.815,3722367173222,9688731.0,2.9926384E7,0.0
25444,com.google.wear.sensor.ppg,2022-11-06T00:53:47.815,3722377107179,9681539.0,2.991823E7,0.0
25445,com.google.wear.sensor.ppg,2022-11-06T00:53:47.815,3722387041136,9686902.0,2.991325E7,0.0
25446,com.google.wear.sensor.ppg,2022-11-06T00:53:47.816,3722396975093,9688316.0,2.9925804E7,0.0
25447,com.google.wear.sensor.ppg,2022-11-06T00:53:47.816,3722406909050,9688825.0,2.991162E7,0.0
25448,com.google.wear.sensor.ppg,2022-11-06T00:53:47.816,3722416843007,9686573.0,2.991998E7,0.0
25449,com.google.wear.sensor.ppg,2022-11-06T00:53:47.816,3722426776964,9684904.0,2.9915056E7,0.0
25450,com.google.wear.sensor.ppg,2022-11-06T00:53:47.816,3722436710921,9687025.0,2.9913426E7,0.0
25451,com.google.wear.sensor.ppg,2022-11-06T00:53:47.816,3722446644878,9685026.0,2.9913454E7,0.0
25452,com.google.wear.sensor.ppg,2022-11-06T00:53:47.816,3722456578835,9687176.0,2.9920328E7,0.0
25453,com.google.wear.sensor.ppg,2022-11-06T00:53:47.816,3722466512792,9687440.0,2.991698E7,0.0
25454,com.google.wear.sensor.ppg,2022-11-06T00:53:47.817,3722476446749,9686082.0,2.9915494E7,0.0
25455,com.google.wear.sensor.ppg,2022-11-06T00:53:47.817,3722486380706,9682670.0,2.991893E7,0.0
25456,com.google.wear.sensor.ppg,2022-11-06T00:53:48.020,3722496314678,9685922.0,2.992088E7,0.0
25457,com.google.wear.sensor.ppg,2022-11-06T00:53:48.021,3722506250089,9690909.0,2.991392E7,0.0
25458,com.google.wear.sensor.ppg,2022-11-06T00:53:48.022,3722516185500,9684499.0,2.9926796E7,0.0
25459,com.google.wear.sensor.ppg,2022-11-06T00:53:48.022,3722526120911,9685196.0,2.9925396E7,0.0
25460,com.google.wear.sensor.ppg,2022-11-06T00:53:48.022,3722536056322,9688627.0,2.9908908E7,0.0
25461,com.google.wear.sensor.ppg,2022-11-06T00:53:48.022,3722545991733,9685554.0,2.9927348E7,0.0
25462,com.google.wear.sensor.ppg,2022-11-06T00:53:48.022,3722555927144,9688183.0,2.9924872E7,0.0
25463,com.google.wear.sensor.ppg,2022-11-06T00:53:48.022,3722565862555,9683413.0,2.992062E7,0.0
25464,com.google.wear.sensor.ppg,2022-11-06T00:53:48.023,3722575797966,9685536.0,2.9921726E7,0.0
25465,com.google.wear.sensor.ppg,2022-11-06T00:53:48.023,3722585733377,9685837.0,2.9925134E7,0.0
25466,com.google.wear.sensor.ppg,2022-11-06T00:53:48.023,3722595668788,9685139.0,2.9922484E7,0.0
25467,com.google.wear.sensor.ppg,2022-11-06T00:53:48.023,3722605604199,9685102.0,2.9918114E7,0.0
25468,com.google.wear.sensor.ppg,2022-11-06T00:53:48.023,3722615539610,9686205.0,2.991022E7,0.0
25469,com.google.wear.sensor.ppg,2022-11-06T00:53:48.023,3722625475021,9685704.0,2.9914852E7,0.0
25470,com.google.wear.sensor.ppg,2022-11-06T00:53:48.024,3722635410432,9683951.0,2.9921988E7,0.0
25471,com.google.wear.sensor.ppg,2022-11-06T00:53:48.024,3722645345843,9688033.0,2.9925774E7,0.0
25472,com.google.wear.sensor.ppg,2022-11-06T00:53:48.024,3722655281254,9685225.0,2.9924084E7,0.0
25473,com.google.wear.sensor.ppg,2022-11-06T00:53:48.024,3722665216665,9691220.0,2.9930026E7,0.0
25474,com.google.wear.sensor.ppg,2022-11-06T00:53:48.024,3722675152076,9687731.0,2.992024E7,0.0
25475,com.google.wear.sensor.ppg,2022-11-06T00:53:48.024,3722685087487,9689277.0,2.9909436E7,0.0
25476,com.google.wear.sensor.ppg,2022-11-06T00:53:48.024,3722695022898,9686006.0,2.9917212E7,0.0
25477,com.google.wear.sensor.ppg,2022-11-06T00:53:48.230,3722704958311,9689975.0,2.9917474E7,0.0
25478,com.google.wear.sensor.ppg,2022-11-06T00:53:48.230,3722714892268,9686921.0,2.9925656E7,0.0
25479,com.google.wear.sensor.ppg,2022-11-06T00:53:48.231,3722724826225,9680803.0,2.9924696E7,0.0
25480,com.google.wear.sensor.ppg,2022-11-06T00:53:48.232,3722734760182,9690314.0,2.9914006E7,0.0
25481,com.google.wear.sensor.ppg,2022-11-06T00:53:48.232,3722744694139,9686252.0,2.991316E7,0.0
25482,com.google.wear.sensor.ppg,2022-11-06T00:53:48.232,3722754628096,9686054.0,2.9923154E7,0.0
25483,com.google.wear.sensor.ppg,2022-11-06T00:53:48.232,3722764562053,9685751.0,2.9918724E7,0.0
25484,com.google.wear.sensor.ppg,2022-11-06T00:53:48.232,3722774496010,9690871.0,2.9912056E7,0.0
25485,com.google.wear.sensor.ppg,2022-11-06T00:53:48.232,3722784429967,9686280.0,2.9914678E7,0.0
25486,com.google.wear.sensor.ppg,2022-11-06T00:53:48.232,3722794363924,9687986.0,2.991887E7,0.0
25487,com.google.wear.sensor.ppg,2022-11-06T00:53:48.233,3722804297881,9685092.0,2.9920998E7,0.0
25488,com.google.wear.sensor.ppg,2022-11-06T00:53:48.233,3722814231838,9686356.0,2.9919746E7,0.0
25489,com.google.wear.sensor.ppg,2022-11-06T00:53:48.233,3722824165795,9685196.0,2.991794E7,0.0
25490,com.google.wear.sensor.ppg,2022-11-06T00:53:48.233,3722834099752,9685356.0,2.9929358E7,0.0
25491,com.google.wear.sensor.ppg,2022-11-06T00:53:48.233,3722844033709,9685329.0,2.9926796E7,0.0
25492,com.google.wear.sensor.ppg,2022-11-06T00:53:48.233,3722853967666,9684800.0,2.9914006E7,0.0
25493,com.google.wear.sensor.ppg,2022-11-06T00:53:48.234,3722863901623,9689692.0,2.9907452E7,0.0
25494,com.google.wear.sensor.ppg,2022-11-06T00:53:48.234,3722873835580,9687242.0,2.9924812E7,0.0
25495,com.google.wear.sensor.ppg,2022-11-06T00:53:48.234,3722883769537,9686741.0,2.9915928E7,0.0
25496,com.google.wear.sensor.ppg,2022-11-06T00:53:48.234,3722893703494,9687704.0,2.991759E7,0.0
25497,com.google.wear.sensor.ppg,2022-11-06T00:53:48.234,3722903637451,9689909.0,2.9923852E7,0.0
25498,com.google.wear.sensor.ppg,2022-11-06T00:53:48.438,3722913612039,9684800.0,2.9919746E7,0.0
25499,com.google.wear.sensor.ppg,2022-11-06T00:53:48.439,3722923545996,9686741.0,2.992528E7,0.0
25500,com.google.wear.sensor.ppg,2022-11-06T00:53:48.439,3722933479953,9686148.0,2.9923094E7,0.0
